Gene	ORF_length	inframe_cov	inframe_count	shift_plus_cov	shift_plus_count	shift_minus_cov	shift_minus_count	RNA_seq_cov	RNA_seq_count
MLF2_NM_005439	947	0.4	3	0	0	0	0	NA	NA
MLH1_NM_000249	2471	0.04	1	0	0	0	0	NA	NA
MLLT4_NM_001291964	5546	0.02	1	0	0	0.02	1	NA	NA
MLXIPL_NM_032951	2759	0.08	2	0	0	0	0	NA	NA
MLYCD_NM_012213	1682	0.13	2	0	0	0	0	NA	NA
MME_NM_007289	2453	0.13	3	0.04	1	0.04	1	NA	NA
MMP14_NM_004995	1949	0.06	1	0	0	0	0	NA	NA
MMP15_NM_002428	2210	0.15	3	0	0	0	0	NA	NA
MMP2_NM_004530	2183	0.05	1	0	0	0	0	NA	NA
MMRN1_NM_007351	3887	0.05	2	0.05	2	0.05	2	NA	NA
MMRN2_NM_024756	3050	0.11	3	0	0	0	0	NA	NA
MMS19_NM_022362	3293	0.06	2	0	0	0	0	NA	NA
MNAT1_NM_002431	1130	0.11	1	0	0	0	0	NA	NA
MOGS_NM_006302	2714	0.08	2	0	0	0	0	NA	NA
MON2_NM_015026	5354	0.04	2	0	0	0	0	NA	NA
MORC4_NM_024657	3014	0.04	1	0	0	0	0	NA	NA
MORF4L1_NM_206839	1289	0.46	5	0.09	1	0	0	NA	NA
MORF4L2_NM_001142418	1067	0.12	1	0	0	0	0	NA	NA
MOV10_NM_020963	3212	0.03	1	0	0	0	0	NA	NA
MPC1_NM_001270879	401	1	2	0	0	1	2	NA	NA
MPC2_NM_001143674	584	0.26	1	0	0	0	0	NA	NA
MPDU1_NM_004870	944	0.13	2	0.13	1	0.13	1	NA	NA
MPHOSPH6_NM_005792	683	0.21	1	0	0	0	0	NA	NA
MPHOSPH8_NM_017520	2783	0.04	1	0	0	0	0	NA	NA
MPHOSPH9_NM_022782	3752	0.03	1	0	0	0	0	NA	NA
MPP1_NM_002436	1601	0.14	2	0	0	0	0	NA	NA
MPPE1_NM_023075	1391	0.08	1	0	0	0	0	NA	NA
MPV17L_NM_001128423	791	0.17	1	0	0	0	0	NA	NA
MPZL1_NM_003953	1010	0.12	1	0	0	0	0	NA	NA
MRC1_NM_002438	4571	0.43	19	0.07	3	0.11	5	NA	NA
MRFAP1_NM_033296	584	0.26	1	0	0	0.26	1	NA	NA
MRPL13_NM_014078	737	0.19	1	0.19	1	0	0	NA	NA
MRPL15_NM_014175	1091	0.11	1	0	0	0	0	NA	NA
MRPL17_NM_022061	728	0.19	1	0	0	0	0	NA	NA
MRPL18_NM_014161	743	0.18	1	0.18	1	0	0	NA	NA
MRPL19_NM_014763	1079	0.11	1	0	0	0	0	NA	NA
MRPL20_NM_017971	650	0.22	1	0	0	0	0	NA	NA
MRPL22_NM_014180	821	0.32	2	0	0	0	0	NA	NA
MRPL24_NM_145729	851	0.15	1	0	0	0	0	NA	NA
MRPL28_NM_006428	971	0.13	1	0	0	0	0	NA	NA
MRPL32_NM_031903	767	0.18	1	0	0	0.18	1	NA	NA
MRPL34_NM_023937	479	0.36	1	0	0	0	0	NA	NA
MRPL35_NM_016622	767	0.18	1	0.18	1	0	0	NA	NA
MRPL39_NM_080794	1262	0.09	1	0	0	0	0	NA	NA
MRPL3_NM_007208	1247	0.19	2	0	0	0	0	NA	NA
MRPL41_NM_032477	614	0.97	4	0	0	0	0	NA	NA
MRPL44_NM_022915	1199	0.1	1	0	0	0	0	NA	NA
MRPL45_NM_032351	1121	0.11	1	0	0	0	0	NA	NA
MRPL47_NM_020409	953	0.13	1	0	0	0	0	NA	NA
MRPL48_NM_016055	839	0.16	1	0	0	0	0	NA	NA
MRPL52_NM_178336	572	0.27	1	0	0	0	0	NA	NA
MRPL54_NM_172251	617	0.24	1	0	0	0	0	NA	NA
MRPL9_NM_031420	1004	0.12	1	0	0	0	0	NA	NA
MRPS16_NM_016065	614	0.24	1	0	0	0	0	NA	NA
MRPS17_NM_015969	593	0.25	1	0	0	0	0	NA	NA
MRPS21_NM_018997	464	0.38	1	0	0	0	0	NA	NA
MRPS22_NM_020191	1283	0.09	1	0	0	0	0	NA	NA
MRPS24_NM_032014	704	0.2	1	0	0	0	0	NA	NA
MRPS27_NM_001286748	1487	0.08	1	0	0	0	0	NA	NA
MRPS28_NM_014018	764	0.18	1	0	0	0	0	NA	NA
MRPS2_NM_016034	1091	0.22	2	0.11	1	0	0	NA	NA
MRPS30_NM_016640	1520	0.08	1	0	0	0	0	NA	NA
MRPS7_NM_015971	929	0.14	1	0	0	0	0	NA	NA
MS4A4A_NM_148975	920	0.56	4	0	0	0.14	1	NA	NA
MS4A6A_NM_001247999	962	0.26	2	0	0	0	0	NA	NA
MS4A6E_NM_139249	644	0.45	2	0	0	0	0	NA	NA
MSH6_NM_000179	4283	0.05	2	0.02	1	0	0	NA	NA
MSMO1_NM_006745	1082	1.25	11	0.57	5	0.45	4	NA	NA
MSN_NM_002444	1934	0.17	3	0	0	0.17	3	NA	NA
MSRA_NM_012331	908	0.14	1	0.14	1	0	0	NA	NA
MST1L_NM_001271733	2270	0.14	3	0	0	0.1	2	NA	NA
MST1_NM_020998	2378	0.51	11	0.09	3	0	0	NA	NA
MT1A_NM_005946	386	1.08	11	0	0	0.54	1	NA	NA
MT1B_NM_005947	386	0.54	1	0.54	1	0	0	NA	NA
MT1E_NM_175617	386	3.76	13	2.69	5	2.15	4	NA	NA
MT1F_NM_005949	386	2.69	5	0	0	0.54	1	NA	NA
MT1G_NM_001301267	389	5.82	33	4.23	8	3.7	7	NA	NA
MT1H_NM_005951	386	3.76	20	1.08	2	0	0	NA	NA
MT1M_NM_176870	386	3.23	7	2.15	4	0	0	NA	NA
MT1X_NM_005952	386	4.3	19	0.54	1	1.08	2	NA	NA
MT2A_NM_005953	386	8.6	25	1.61	4	1.61	3	NA	NA
MTAP_NM_002451	1052	0.12	1	0	0	0	0	NA	NA
MTCH1_NM_001271641	1370	0.26	3	0	0	0	0	NA	NA
MTCH2_NM_014342	1112	0.44	4	0	0	0.11	1	NA	NA
MTERF4_NM_182501	1346	0.09	1	0	0	0	0	NA	NA
MTFP1_NM_016498	701	0.2	1	0	0	0	0	NA	NA
MTFR1_NM_001145839	1247	0.1	1	0	0	0	0	NA	NA
MTHFD1_NM_005956	3008	0.36	10	0	0	0	0	NA	NA
MTHFS_NM_006441	812	0.16	1	0.16	1	0	0	NA	NA
MTMR4_NM_004687	3788	0.03	1	0	0	0	0	NA	NA
MTMR6_NM_004685	2066	0.05	1	0	0	0	0	NA	NA
MTO1_NM_001123226	2399	0.05	1	0	0	0	0	NA	NA
MTOR_NM_004958	7850	0.01	1	0.01	1	0	0	NA	NA
MTPN_NM_145808	557	0.56	2	0	0	0	0	NA	NA
MTRF1_NM_004294	1538	0.07	1	0	0	0	0	NA	NA
MTRNR2L1_NM_001190452	275	1.33	1	0	0	0	0	NA	NA
MTSS1_NM_001282971	2480	0.04	1	0.04	1	0	0	NA	NA
MTTP_NM_001300785	2966	0.33	9	0.07	2	0.07	2	NA	NA
MTUS1_NM_001001924	4013	0.08	3	0	0	0	0	NA	NA
MTX1_NM_002455	1601	0.14	2	0	0	0	0	NA	NA
MTX2_NM_006554	992	0.13	1	0	0	0	0	NA	NA
MUC5AC_NM_001304359	17165	0.01	1	0	0	0	0	NA	NA
MUC6_NM_005961	7520	0.04	3	0	0	0	0	NA	NA
MUL1_NM_024544	1259	0.09	1	0	0	0	0	NA	NA
MUT_NM_000255	2453	0.09	2	0	0	0.04	1	NA	NA
MVP_NM_017458	2882	0.04	1	0	0	0	0	NA	NA
MYD88_NM_001172567	1154	0.21	2	0.1	1	0	0	NA	NA
MYDGF_NM_019107	722	0.57	3	0	0	0	0	NA	NA
MYEOV2_NM_138336	959	0.13	1	0	0	0	0	NA	NA
MYH10_NM_001256012	6224	0.02	1	0	0	0	0	NA	NA
MYH9_NM_002473	6083	0.25	16	0.02	1	0.02	1	NA	NA
MYL12A_NM_001303049	734	0.37	2	0.19	1	0.19	1	NA	NA
MYL12B_NM_001144944	719	1.54	9	0.39	2	0	0	NA	NA
MYL6_NM_021019	656	1.1	7	0.22	1	0.22	1	NA	NA
MYLK_NM_053025	5945	0.02	1	0	0	0	0	NA	NA
MYO18A_NM_078471	6365	0.02	1	0	0	0	0	NA	NA
MYO1B_NM_001130158	3611	0.15	5	0.03	1	0	0	NA	NA
MYO1D_NM_015194	3221	0.03	1	0	0	0	0	NA	NA
MYO5B_NM_001080467	5747	0.02	1	0	0	0	0	NA	NA
MYO6_NM_004999	4058	0.03	1	0	0	0	0	NA	NA
MYO9B_NM_004145	6674	0.02	1	0	0	0	0	NA	NA
MYOF_NM_013451	6386	0.02	1	0	0	0	0	NA	NA
MYRIP_NM_015460	2780	0.04	1	0	0	0	0	NA	NA
MZB1_NM_016459	770	0.18	1	0	0	0	0	NA	NA
MZT2B_NM_025029	677	0.21	1	0	0	0	0	NA	NA
NAA15_NM_057175	2801	0.04	1	0	0	0	0	NA	NA
NAA60_NM_001083601	929	0.14	1	0	0	0	0	NA	NA
NACA2_NM_199290	848	0.15	1	0	0	0	0	NA	NA
NACA_NM_001113203	2978	0.04	1	0.04	1	0	0	NA	NA
NACC1_NM_052876	1784	0.06	1	0	0	0	0	NA	NA
NADK2_NM_001085411	1529	0.08	1	0	0	0	0	NA	NA
NAGA_NM_000262	1436	0.16	2	0	0	0	0	NA	NA
NAGLU_NM_000263	2432	0.04	1	0	0	0	0	NA	NA
NAMPT_NM_005746	1676	0.07	1	0	0	0	0	NA	NA
NANS_NM_018946	1280	0.09	1	0	0	0	0	NA	NA
NAPA_NM_003827	1088	0.34	3	0	0	0	0	NA	NA
NAPG_NM_003826	1139	0.21	2	0	0	0	0	NA	NA
NARS_NM_004539	1847	0.12	2	0	0	0	0	NA	NA
NASP_NM_002482	2567	0.13	3	0	0	0	0	NA	NA
NAT8_NM_003960	884	0.29	2	0.15	1	0.15	1	NA	NA
NAV2_NM_001244963	7667	0.01	1	0	0	0	0	NA	NA
NBEAL1_NM_001114132	8285	0.01	1	0	0	0	0	NA	NA
NBN_NM_002485	2465	0.04	1	0	0	0	0	NA	NA
NBR1_NM_005899	3101	0.1	3	0	0	0	0	NA	NA
NCALD_NM_001040630	782	0.17	1	0	0	0	0	NA	NA
NCKAP1_NM_205842	3605	0.03	1	0.03	1	0	0	NA	NA
NCKIPSD_NM_016453	2369	0.05	1	0	0	0	0	NA	NA
NCLN_NM_020170	1892	0.06	1	0	0	0	0	NA	NA
NCL_NM_005381	2333	0.61	13	0.05	1	0.05	1	NA	NA
NCOA2_NM_006540	4595	0.02	1	0	0	0	0	NA	NA
NCOA4_NM_001145260	2153	0.15	3	0.15	3	0	0	NA	NA
NCOA5_NM_020967	1940	0.06	1	0	0	0	0	NA	NA
NCOR1_NM_006311	7523	0.03	2	0	0	0	0	NA	NA
NCSTN_NM_015331	2330	0.09	2	0	0	0	0	NA	NA
NDRG1_NM_001135242	1385	0.17	2	0	0	0	0	NA	NA
NDRG2_NM_201535	1316	0.54	6	0	0	0	0	NA	NA
NDUFA10_NM_004544	1268	0.37	4	0	0	0	0	NA	NA
NDUFA12_NM_018838	638	0.46	2	0	0	0	0	NA	NA
NDUFA13_NM_015965	635	0.23	1	0	0	0	0	NA	NA
NDUFA1_NM_004541	413	0.47	1	0	0	0.94	2	NA	NA
NDUFA2_NM_002488	500	0.33	1	0	0	0	0	NA	NA
NDUFA3_NM_004542	455	0.39	1	0	0	0	0	NA	NA
NDUFA4_NM_002489	446	2.03	7	0	0	0.41	1	NA	NA
NDUFA6_NM_002490	665	0.43	2	0.22	1	0	0	NA	NA
NDUFA9_NM_005002	1334	0.26	3	0	0	0	0	NA	NA
NDUFAB1_NM_005003	671	0.21	1	0	0	0	0	NA	NA
NDUFAF1_NM_016013	1184	0.1	1	0	0	0	0	NA	NA
NDUFAF4_NM_014165	728	0.19	1	0	0	0	0	NA	NA
NDUFB11_NM_019056	692	0.81	4	0	0	0	0	NA	NA
NDUFB1_NM_004545	518	0.94	3	0.31	1	0.31	1	NA	NA
NDUFB2_NM_004546	518	0.63	2	0	0	0	0	NA	NA
NDUFB4_NM_004547	590	1.03	4	0	0	0.26	1	NA	NA
NDUFB5_NM_002492	770	0.35	3	0	0	0	0	NA	NA
NDUFB6_NM_002493	587	0.52	2	0	0	0	0	NA	NA
NDUFB8_NM_005004	761	0.36	2	0.18	1	0	0	NA	NA
NDUFC1_NM_001184986	431	0.43	1	0	0	0	0	NA	NA
NDUFC2-KCTD14_NM_001203260	605	0.49	2	0	0	0.25	1	NA	NA
NDUFC2_NM_004549	560	0.28	1	0	0	0	0	NA	NA
NDUFS1_NM_001199984	2426	0.13	3	0	0	0.04	1	NA	NA
NDUFS2_NM_004550	1592	0.14	2	0	0	0	0	NA	NA
NDUFS5_NM_004552	521	0.93	3	0.62	2	0	0	NA	NA
NDUFS8_NM_002496	833	0.32	2	0	0	0	0	NA	NA
NDUFV1_NM_007103	1595	0.36	5	0.07	1	0.07	1	NA	NA
NDUFV2_NM_021074	950	0.4	3	0	0	0.27	2	NA	NA
NEGR1_NM_173808	1265	0.09	1	0	0	0	0	NA	NA
NEK6_NM_001145001	1244	0.1	1	0	0	0.1	1	NA	NA
NELFCD_NM_198976	2000	0.06	1	0	0	0	0	NA	NA
NEMF_NM_004713	3431	0.03	1	0	0	0	0	NA	NA
NEO1_NM_002499	4586	0.05	2	0	0	0	0	NA	NA
NEU1_NM_000434	1448	0.08	1	0	0	0	0	NA	NA
NFASC_NM_001005388	3923	0.03	1	0	0	0	0	NA	NA
NFATC2_NM_173091	2978	0.04	1	0	0	0	0	NA	NA
NFE2L1_NM_003204	2519	0.04	1	0	0	0	0	NA	NA
NFE2L2_NM_006164	2018	0.06	1	0	0	0	0	NA	NA
NFIA_NM_001145512	1865	0.06	1	0	0	0	0	NA	NA
NFIC_NM_001245002	1727	0.07	1	0	0	0	0	NA	NA
NFIL3_NM_001289999	1589	0.07	1	0	0	0	0	NA	NA
NFKBIA_NM_020529	1154	0.21	2	0	0	0	0	NA	NA
NFKBIE_NM_004556	1703	0.07	1	0	0	0	0	NA	NA
NFS1_NM_021100	1574	0.07	1	0	0	0	0	NA	NA
NFX1_NM_002504	3563	0.03	1	0	0	0	0	NA	NA
NFYA_NM_002505	1244	0.19	2	0	0	0	0	NA	NA
NFYB_NM_006166	824	0.16	1	0	0	0	0	NA	NA
NFYC_NM_001308114	1577	0.07	1	0	0	0	0	NA	NA
NGEF_NM_019850	2333	0.14	3	0	0	0	0	NA	NA
NGFRAP1_NM_001282674	776	0.17	1	0	0	0	0	NA	NA
NHLRC3_NM_001012754	1244	0.1	1	0	0	0.1	1	NA	NA
NHP2_NM_017838	662	0.22	1	0	0	0	0	NA	NA
NICN1_NM_032316	842	0.16	1	0	0	0	0	NA	NA
NID1_NM_002508	3944	0.37	15	0.03	1	0	0	NA	NA
NIFK_NM_032390	1082	0.11	1	0	0	0	0	NA	NA
NINJ1_NM_004148	659	0.22	1	0.22	1	0	0	NA	NA
NIP7_NM_016101	743	0.18	1	0	0	0	0	NA	NA
NIPSNAP1_NM_003634	1055	0.7	6	0	0	0.12	1	NA	NA
NIPSNAP3A_NM_015469	944	0.13	1	0.13	1	0	0	NA	NA
NIT2_NM_020202	1031	0.12	1	0	0	0	0	NA	NA
NLN_NM_020726	2315	0.09	2	0	0	0	0	NA	NA
NMD3_NM_015938	1712	0.07	1	0	0	0	0	NA	NA
NME1-NME2_NM_001018136	1004	0.37	3	0	0	0	0	NA	NA
NME3_NM_002513	710	0.2	1	0	0	0	0	NA	NA
NME4_NM_005009	764	0.18	1	0	0	0	0	NA	NA
NMNAT1_NM_001297778	1040	0.12	1	0	0	0	0	NA	NA
NMT2_NM_004808	1697	0.07	2	0	0	0	0	NA	NA
NNMT_NM_006169	995	2.64	26	0.38	3	0.13	1	NA	NA
NNT_NM_012343	3461	0.18	6	0	0	0	0	NA	NA
NOC2L_NM_015658	2450	0.04	1	0	0	0	0	NA	NA
NOL10_NM_024894	2267	0.1	2	0	0	0	0	NA	NA
NOLC1_NM_001284388	2330	0.05	1	0.05	1	0.14	3	NA	NA
NOMO2_NM_001004060	4004	0.08	3	0	0	0	0	NA	NA
NOMO3_NM_001004067	3869	0.14	5	0.03	1	0.03	1	NA	NA
NOP10_NM_018648	395	0.51	1	0	0	0	0	NA	NA
NOSIP_NM_015953	1106	0.11	1	0	0	0	0	NA	NA
NOTCH1_NM_017617	7868	0.01	1	0.01	1	0	0	NA	NA
NOTCH2_NM_024408	7616	0.01	1	0	0	0	0	NA	NA
NOTCH3_NM_000435	7166	0.01	1	0.01	1	0	0	NA	NA
NPC1L1_NM_013389	4280	0.07	3	0	0	0	0	NA	NA
NPC1_NM_000271	4037	0.05	2	0	0	0	0	NA	NA
NPC2_NM_006432	656	0.22	1	0.22	1	0.22	1	NA	NA
NPEPPS_NM_006310	2960	0.07	2	0	0	0	0	NA	NA
NPLOC4_NM_017921	2027	0.05	1	0.05	1	0	0	NA	NA
NPL_NM_030769	1163	0.1	1	0	0	0	0	NA	NA
NPM1_NM_002520	1085	0.34	3	0.11	1	0.23	2	NA	NA
NPTN_NM_012428	1397	0.08	1	0	0	0	0	NA	NA
NPY1R_NM_000909	1355	0.09	1	0	0	0	0	NA	NA
NQO2_NM_001290221	896	0.29	2	0	0	0	0	NA	NA
NR2F2_NM_021005	1445	0.08	1	0	0	0	0	NA	NA
NR3C1_NM_001024094	2537	0.04	1	0.04	1	0	0	NA	NA
NRAS_NM_002524	770	0.18	1	0	0	0	0	NA	NA
NRBP1_NM_013392	1808	0.12	2	0	0	0	0	NA	NA
NRBP2_NM_178564	1706	0.13	2	0	0	0	0	NA	NA
NRD1_NM_002525	3860	0.03	1	0	0	0	0	NA	NA
NRF1_NM_001293163	1769	0.06	1	0	0	0	0	NA	NA
NRP1_NM_003873	2972	0.29	8	0.07	2	0	0	NA	NA
NSDHL_NM_001129765	1322	0.09	1	0	0	0	0	NA	NA
NSFL1C_NM_016143	1313	0.18	2	0	0	0	0	NA	NA
NSMCE2_NM_173685	944	0.13	1	0	0	0	0	NA	NA
NT5C2_NM_012229	1886	0.06	1	0	0	0	0	NA	NA
NT5E_NM_002526	1925	0.23	4	0	0	0.06	1	NA	NA
NTN1_NM_004822	2015	0.11	2	0	0	0	0	NA	NA
NTN4_NM_021229	2087	0.16	3	0	0	0	0	NA	NA
NUB1_NM_001243351	2120	0.1	2	0	0	0	0	NA	NA
NUBPL_NM_025152	1160	0.1	1	0	0	0	0	NA	NA
NUCB1_NM_006184	1586	1.66	26	0.14	2	0.07	1	NA	NA
NUCB2_NM_005013	1463	0.24	3	0	0	0.08	1	NA	NA
NUCKS1_NM_022731	932	0.41	4	0	0	0.14	1	NA	NA
NUDCD1_NM_032869	1952	0.06	1	0	0	0	0	NA	NA
NUDCD3_NM_015332	1286	0.09	1	0	0	0	0	NA	NA
NUDC_NM_006600	1196	0.2	2	0	0	0	0	NA	NA
NUDT5_NM_014142	860	0.15	1	0	0	0	0	NA	NA
NUDT6_NM_007083	1151	0.11	1	0	0	0	0	NA	NA
NUDT9_NM_024047	1253	0.28	3	0	0	0	0	NA	NA
NUFIP2_NM_020772	2288	0.1	2	0	0	0	0	NA	NA
NUMA1_NM_006185	6548	0.03	2	0	0	0	0	NA	NA
NUMB_NM_001005743	2156	0.05	1	0	0	0.05	1	NA	NA
NUP188_NM_015354	5450	0.02	1	0	0	0.02	1	NA	NA
NUP210_NM_024923	5864	0.04	2	0	0	0.02	1	NA	NA
NUP50_NM_007172	1607	0.07	1	0.07	1	0.07	1	NA	NA
NUP54_NM_017426	1724	0.07	1	0	0	0	0	NA	NA
NUP88_NM_002532	2426	0.04	1	0	0	0	0	NA	NA
NUP93_NM_014669	2660	0.04	1	0	0	0	0	NA	NA
NUP98_NM_016320	5603	0.02	1	0	0	0	0	NA	NA
OAS2_NM_016817	2360	0.05	1	0	0	0	0	NA	NA
OAT_NM_000274	1520	0.08	1	0	0	0.08	1	NA	NA
OCIAD1_NM_001168254	953	0.53	4	0	0	0.13	1	NA	NA
OCIAD2_NM_001014446	665	0.22	1	0	0	0	0	NA	NA
OCLN_NM_002538	1769	0.13	2	0.19	3	0.06	1	NA	NA
OGDHL_NM_018245	3233	0.03	1	0	0	0	0	NA	NA
OGDH_NM_002541	3272	0.1	3	0	0	0.07	2	NA	NA
OIT3_NM_152635	1838	0.73	13	0.06	1	0	0	NA	NA
OLA1_NM_013341	1391	0.08	1	0	0	0	0	NA	NA
OLFM1_NM_001282611	1658	0.14	2	0	0	0	0	NA	NA
OLFM2_NM_001304347	1637	0.07	1	0	0	0	0	NA	NA
OLFM4_NM_006418	1733	0.07	1	0	0	0	0	NA	NA
OMA1_NM_145243	1775	0.06	1	0	0	0	0	NA	NA
ONECUT2_NM_004852	1715	0.07	1	0.07	1	0	0	NA	NA
OPA1_NM_130837	3248	0.03	1	0	0	0	0	NA	NA
ORM1_NM_000607	806	21.78	1158	8.58	95	8.42	109	NA	NA
ORM2_NM_000608	806	16.83	544	5.78	55	5.94	73	NA	NA
ORMDL3_NM_139280	662	0.65	4	0	0	0	0	NA	NA
OS9_NM_006812	2204	0.5	10	0.15	3	0	0	NA	NA
OSBPL1A_NM_080597	3053	0.04	1	0	0	0	0	NA	NA
OSBPL2_NM_144498	1643	0.14	2	0	0	0.07	1	NA	NA
OSBPL8_NM_020841	2870	0.11	3	0	0	0	0	NA	NA
OSBP_NM_002556	2624	0.17	4	0	0	0	0	NA	NA
OSMR_NM_003999	3140	0.14	4	0	0	0.03	1	NA	NA
OST4_NM_001134693	314	1.75	3	0	0	0	0	NA	NA
OSTC_NM_001267818	716	0.19	1	0	0	0.19	1	NA	NA
OTC_NM_000531	1265	0.66	7	0.28	3	0.09	1	NA	NA
OTUB1_NM_017670	1016	0.12	1	0	0	0.12	1	NA	NA
OTUD1_NM_001145373	1646	0.07	1	0	0	0	0	NA	NA
OXA1L_NM_005015	1688	0.13	2	0	0	0.07	1	NA	NA
OXR1_NM_001198532	2825	0.04	1	0	0	0	0	NA	NA
P2RX4_NM_001256796	1415	0.08	1	0	0	0	0	NA	NA
P2RY13_NM_176894	1265	0.09	1	0	0	0	0	NA	NA
P3H1_NM_001243246	2615	0.04	1	0	0	0	0	NA	NA
P4HA1_NM_001142595	1805	0.25	4	0.06	1	0	0	NA	NA
P4HA2_NM_004199	1808	0.06	1	0	0	0	0	NA	NA
P4HB_NM_000918	1727	4.32	101	0.72	12	0.46	7	NA	NA
PABPC1_NM_002568	2111	0.16	3	0	0	0	0	NA	NA
PABPC4_NM_001135653	2183	0.1	2	0	0	0	0	NA	NA
PAF1_NM_019088	1796	0.06	1	0	0	0	0	NA	NA
PAH_NM_000277	1559	0.88	13	0.07	1	0	0	NA	NA
PAICS_NM_001079525	1499	0.31	4	0.15	2	0	0	NA	NA
PAIP1_NM_006451	1640	0.14	2	0	0	0	0	NA	NA
PAIP2B_NM_020459	572	0.27	1	0	0	0.27	1	NA	NA
PAK1IP1_NM_017906	1379	0.08	1	0	0	0	0	NA	NA
PAK2_NM_002577	1775	0.06	1	0	0	0	0	NA	NA
PANK1_NM_148977	1997	0.06	1	0	0	0	0	NA	NA
PANK3_NM_024594	1313	0.18	2	0	0	0	0	NA	NA
PAPSS2_NM_001015880	2060	0.16	3	0.05	1	0	0	NA	NA
PARD3_NM_019619	4271	0.05	2	0	0	0	0	NA	NA
PARK7_NM_007262	770	1.23	7	0.53	3	0.18	1	NA	NA
PARN_NM_002582	2120	0.05	2	0	0	0	0	NA	NA
PARP14_NM_017554	5606	0.06	3	0.02	1	0	0	NA	NA
PARP1_NM_001618	3245	0.07	2	0	0	0	0	NA	NA
PARP9_NM_031458	2765	0.04	1	0	0	0.16	4	NA	NA
PARVB_NM_001003828	1394	0.08	1	0	0	0	0	NA	NA
PAXBP1_NM_016631	2954	0.04	1	0	0	0	0	NA	NA
PBLD_NM_022129	1067	0.12	1	0	0	0	0	NA	NA
PBXIP1_NM_020524	2396	0.14	3	0	0	0.05	1	NA	NA
PCBD1_NM_000281	515	0.95	3	0	0	0	0	NA	NA
PCBP1_NM_006196	1271	1.03	11	0	0	0.09	1	NA	NA
PCBP2_NM_005016	1301	0.36	4	0.18	2	0	0	NA	NA
PCCA_NM_000282	2387	0.05	1	0.05	1	0	0	NA	NA
PCCB_NM_001178014	1880	0.06	1	0	0	0.06	1	NA	NA
PCDH1_NM_032420	3914	0.05	2	0	0	0	0	NA	NA
PCDHGA7_NM_018920	2999	0.04	1	0	0	0	0	NA	NA
PCDHGB7_NM_018927	2990	0.04	1	0	0	0	0	NA	NA
PCK1_NM_002591	2069	1.71	36	0	0	0.16	3	NA	NA
PCK2_NM_004563	2123	0.31	6	0.05	1	0.05	1	NA	NA
PCM1_NM_006197	6275	0.03	2	0	0	0.02	1	NA	NA
PCMT1_NM_001252049	1061	0.23	2	0	0	0	0	NA	NA
PCNA_NM_002592	986	0.38	3	0	0	0	0	NA	NA
PCNXL3_NM_032223	6305	0.02	1	0	0	0	0	NA	NA
PCOLCE_NM_002593	1550	0.15	2	0	0	0	0	NA	NA
PCSK5_NM_001190482	5783	0.02	1	0	0	0	0	NA	NA
PCSK6_NM_002570	3110	0.24	7	0.03	1	0	0	NA	NA
PCSK9_NM_174936	2279	0.29	6	0	0	0	0	NA	NA
PCYOX1_NM_016297	1718	0.26	5	0	0	0	0	NA	NA
PCYT1A_NM_005017	1304	0.09	1	0	0	0	0	NA	NA
PC_NM_001040716	3737	0.17	7	0.03	1	0	0	NA	NA
PDAP1_NM_014891	746	0.18	1	0	0	0	0	NA	NA
PDCD11_NM_014976	5816	0.02	1	0	0	0	0	NA	NA
PDCD4_NM_014456	1610	0.07	1	0	0	0	0	NA	NA
PDCD5_NM_004708	578	0.26	1	0	0	0.26	1	NA	NA
PDCD6IP_NM_001162429	2822	0.08	2	0.04	1	0	0	NA	NA
PDCD6_NM_013232	776	0.35	2	0	0	0	0	NA	NA
PDE2A_NM_002599	3026	0.04	1	0	0	0	0	NA	NA
PDE4B_NM_001037341	2411	0.05	1	0	0	0	0	NA	NA
PDE4D_NM_001104631	2630	0.04	1	0	0	0	0	NA	NA
PDE6D_NM_002601	653	0.22	1	0	0	0	0	NA	NA
PDGFD_NM_025208	1313	0.09	1	0	0	0	0	NA	NA
PDGFRA_NM_006206	3470	0.09	3	0	0	0	0	NA	NA
PDHB_NM_000925	1280	0.09	1	0	0	0	0	NA	NA
PDIA3_NM_005313	1718	2.11	45	0.26	4	0.26	4	NA	NA
PDIA4_NM_004911	2138	0.93	21	0.1	2	0.15	3	NA	NA
PDIA5_NM_006810	1760	0.32	5	0	0	0	0	NA	NA
PDIA6_NM_001282704	1679	1.01	16	0.07	1	0.27	4	NA	NA
PDK3_NM_001142386	1448	0.08	1	0	0	0.08	1	NA	NA
PDK4_NM_002612	1436	0.24	4	0	0	0	0	NA	NA
PDLIM1_NM_020992	1190	0.2	2	0	0	0	0	NA	NA
PDLIM5_NM_001256426	2078	0.16	3	0.05	1	0	0	NA	NA
PDPK1_NM_002613	1871	0.06	1	0	0	0	0	NA	NA
PDS5A_NM_001100399	4214	0.02	1	0	0	0	0	NA	NA
PDS5B_NM_015032	4544	0.02	1	0	0	0	0	NA	NA
PDSS2_NM_020381	1400	0.08	1	0	0	0	0	NA	NA
PDXDC1_NM_015027	2567	0.08	2	0.04	1	0.04	1	NA	NA
PDZK1_NM_002614	1760	0.13	2	0	0	0	0	NA	NA
PEBP1_NM_002567	764	2.13	14	0.35	2	0.18	1	NA	NA
PECAM1_NM_000442	2417	0.05	1	0	0	0	0	NA	NA
PEMT_NM_148172	911	0.42	4	0	0	0	0	NA	NA
